Friendly name,prefix,body,description
land,#land,~#land~, Sets the active province and kills everyone in it. All the following commands will only affect the active province. Use this command if you want to activate a province in order to replace its random inhabitants with the monsters of your choice.
landcom,#landcom,~#landcom~,Add a unit to the list of recruitable commanders for this nation in overwater forts. Only use this command for underwater nations.
landdamage,#landdamage,~#landdamage~,The monster will take damage equal to the indicated percentage of its total hit points every turn it spends in a land province instead of underwater.
landgold,#landgold,~#landgold~,Permanent increase to province gold income. Can be negative to reduce income.
landname,#landname,~#landname~, Sets the name of a specific province.  6.4 Terrain Type in the Map File
landprod,#landprod,~#landprod~,Permanent increase to province resources. Can be negative to cause reduce resources.
landrec,#landrec,~#landrec~,Add a unit to the list of recruitable units for this nation in overwater forts. Only use this command for underwater nations.
landshape,#landshape,~#landshape~,The monster changes to this shape when moving from a water province to a land province.
latehero,#latehero,~#latehero~,Use this command on a hero unit to prevent it from appearing before this turn.
len,#len,~#len~,Sets the length of the weapon. This should be a value between 0 (fist) and 5 (pike). A spear has a value of 3 and a sword 1.
leper,#leper,~#leper~,The monster spreads a very deadly disease that kills population and infects military units in the province. The percent value is the chance for a military unit in the same province to be infected.
lesserhorror,#lesserhorror,~#lesserhorror~,Monsters with this tag are used as lesser horrors.
level,#level,~#level~,Level should be a number between 0 and 4 and is the level of magic required to find the site. Level 0 sites are automatically discovered.
likespop,#likespop,~#likespop~,The nation gets cheaper PD from this poptype. Can be used multiple times for different poptypes.
likesterr,#likesterr,~#likesterr~,Makes the nation more likely to start in one of the terrains in the terrain mask.
limitedregen,#limitedregen,~#limitedregen~,Like regeneration but doesnt work on inanimate beings.
linger,#linger,~#linger~,Use this command for global events whose effects last for more than one turn.
lizard,#lizard,~#lizard~,Four legged beast but lower. Use this for dragons.
loc,#loc,~#loc~,This command can restrict the random placement of a site to certain terrains or flag the site as unique.
loseeye,#loseeye,~#loseeye~,The item bearer loses an eye. The affliction cannot be healed until the item is removed.
luck,#luck,~#luck~,The item grants Luck to its bearer like Faithful.
luckevents,#luckevents,~#luckevents~,How luck affects event frequency. Default is 5.
mag_air,#mag_air,~#mag_air~, Gives active commander Air magic.
mag_astral,#mag_astral,~#mag_astral~, Gives active commander Astral magic.
mag_blood,#mag_blood,~#mag_blood~, Gives active commander Blood magic.
mag_death,#mag_death,~#mag_death~, Gives active commander Death magic.
mag_earth,#mag_earth,~#mag_earth~, Gives active commander Earth magic.
mag_fire,#mag_fire,~#mag_fire~, Gives active commander Fire magic.
mag_nature,#mag_nature,~#mag_nature~, Gives active commander Nature magic.
mag_priest,#mag_priest,~#mag_priest~, Gives active commander Holy magic.
mag_water,#mag_water,~#mag_water~, Gives active commander Water magic.
magic,#magic,~#magic~,This is a magic weapon that can harm ethereal units with ease.
magicarmor,#magicarmor,~#magicarmor~,Indicates that the armor is magic. Magic armors are more resistant to being destroyed by magic effects.
magicbeing,#magicbeing,~#magicbeing~,This monster is a magic being.
magicboost,#magicboost,~#magicboost~,The item increases the bearers magic skill. Path is 0-8 or 51=elements 52=sorcery 53=all.
magiccommand,#magiccommand,~#magiccommand~,Increases magic leadership by this amount.
magicimmune,#magicimmune,~#magicimmune~,The monster is immune to the research effects of Drain and Magic scales. There is no research penalty for Drain scale and no research bonus for magic scale.
magicitem,#magicitem,~#magicitem~,"The nation that owns the event gains a magic item that is placed directly into the lab. Item rarity is listed in the table below. When rarity 9 is used, add the [itemname] in brackets at the end of the event message text defined by the #msg command."
magicpower,#magicpower,~#magicpower~,The monster will get stat increases or decreases depending on the Magic scale.
magicskill,#magicskill,~#magicskill~,Gives a magic skill to the active monster. The path must be a number from the Magic path numbers table and level should be a number from 1 to 10. If the monster already has this magic skill then the old level will be replaced by the new one unless it is a random skill. Units with Holy magic must also have the #holy command.
magicstudy,#magicstudy,~#magicstudy~,Research bonus depending on the magic scale of the province.
mainlevel,#mainlevel,~#mainlevel~,Main path level requirement to forge this magic item. The level can be anything from 1 to 8. The cost of forging the magic item also depends on the level requirements.
mainpath,#mainpath,~#mainpath~,Main path required to forge this magic item. The path is a number from 0 to 7 (see table Magic path numbers).
makemonsters1,#makemonsters1,~#makemonsters1~,Gives the monster a special order that can summon a monster per month. #makemonsters2 to #makemonsters5 can also be used to summon more monsters per month.
makemonsters2,#makemonsters2,~#makemonsters2~,Gives the monster a special order that can summon a monster per month. #makemonsters2 to #makemonsters5 can also be used to summon more monsters per month.
makemonsters3,#makemonsters3,~#makemonsters3~,Gives the monster a special order that can summon a monster per month. #makemonsters2 to #makemonsters5 can also be used to summon more monsters per month.
makemonsters4,#makemonsters4,~#makemonsters4~,Gives the monster a special order that can summon a monster per month. #makemonsters2 to #makemonsters5 can also be used to summon more monsters per month.
makemonsters5,#makemonsters5,~#makemonsters5~,Gives the monster a special order that can summon a monster per month. #makemonsters2 to #makemonsters5 can also be used to summon more monsters per month.
makepearls,#makepearls,~#makepearls~,The monster can turn
manikinreanim,#manikinreanim,~#manikinreanim~,Reanimating priest of this nation will create carrion beasts like Asphodel.
mapmove,#mapmove,~#mapmove~,The speed at which the monster travels on the world map. The old Dominions 4 values are 1 for heavy infantry 2 for a lightly armed human or knights and 3 for light cavalry. You can use these values and the game will automatically convert them to values suitable for Dominions 5.
mapspeed,#mapspeed,~#mapspeed~,Increase the map movement value for the items bearer.
mapteleport,#mapteleport,~#mapteleport~,Like #teleport but only grants teleport ability on the map not in combat.
maptextcol,#maptextcol,~#maptextcol~, Sets the color used to print province names. Each value should be between 0.0 and 1.0.
mason,#mason,~#mason~,A mason is able to lead the construction of more advanced forts than what would otherwise be possible for the nation. A mason will be able to upgrade a fortress one step further than normally possible.
masterrit,#masterrit,~#masterrit~,Pathboost for the purpose of casting rituals. A monster with this ability can cast rituals that would require
mastersmith,#mastersmith,~#mastersmith~,The monsters magic paths are counted as
maxage,#maxage,~#maxage~,This maximum age for a monster. After this age it will risk getting afflictions and eventually die. Default is 50 for humans 500 for undead 1000 for demons. Different magic paths increase maxage 50% of this value per point of magic depending on the type of creature. Undead are affected by Death magic inanimate creatures by Earth magic demons by Blood magic and all others by Nature magic in that order (if the monster belongs to more than one of these categories at once e.g. lifeless undead).
